ZIP,PM25,O3,traffic,dpm
15003,10.407029692119972,38.89633812083076,108.40354368112452,0.5604431341310415
15005,10.489680265073876,38.69316296341904,29.158473123418382,0.5306616728735603
15006,10.424479554342309,38.410558737582214,8.617023378692478,0.493754627955854
15007,10.437196729578083,38.55717893430507,172.7148752819712,0.5290683001407663
15012,10.340741562082675,37.98764987329625,150.06667332915202,0.5456227555396614
15014,10.352231081906046,38.4110246913683,16.820467953900838,1.1813640374737677
15015,10.47564447088901,38.63014806600531,118.22801594904672,0.5480969667822357
15017,10.076324950229258,38.47892529459263,311.17568326294474,0.5677278952579144
15018,10.545092963059146,37.73796785854287,7.6810043289537715,0.4571331602489961
15020,10.3314526027,38.0009266667,26.742782843299995,0.5570164656
15024,10.514062047419863,38.053543732455275,126.55345441767498,0.545892039277164
15025,10.570183194367342,37.76904528810026,68.43931562767835,0.603943717621748
15026,10.0484117808,39.3287883333,175.13752154609497,0.33767148930000007
15028,10.658355315343714,37.56908879189635,3.2883553063438,0.5310041035889796
15030,10.433623074591003,38.209864259984094,492.59225793968494,0.6050165204653174
15031,9.982182106142139,38.60275835748053,71.43417024551519,0.45854831737198837
15032,10.4047093151,38.5026066667,5.885904998447682,0.48505211690000005
15034,10.816188208314783,37.48143973764962,355.9275504717786,0.8530607048838184
15035,10.737128542941173,37.41323853664756,154.68825718528433,1.006254235439571
15037,10.445357603711635,37.86742159669884,56.23163973361069,0.5088822477665874
15044,10.444389850695726,38.46095452631158,46.19488382564411,0.5535790060211193
15045,10.76763265425628,37.57590290525374,19.575666806468494,0.7732331416325616
15046,10.332828418881753,39.020783334214116,10.43512338219891,0.8305554508569456
15047,10.588101555247288,37.68973077723269,7.15776452154808,0.4429230157200674
15049,10.498886995324575,37.98918650596659,297.97526847463837,0.592297655668585
15051,10.516050865298848,38.0732336187908,56.079244913967834,0.5084805945845218
15056,10.37131430928852,38.9646790941534,644.910815740252,0.8202955059195266
15057,9.977428000772074,38.80995794182896,30.867644893597564,0.4249114527266456
15063,10.331496317524268,38.000879504854716,82.80477979059627,0.5570468059588601
15064,10.058641684853908,38.54440328023966,129.61488465771262,0.44445542929719756
15065,10.303161667972246,38.668400482993334,73.18279503223724,0.6216390463478543
15068,10.51689869080148,37.81844147254401,20.227893497885965,0.5452627413953062
15071,10.070756119068475,38.76440221621806,136.8630259791641,0.46566894138541076
15075,10.5134536986,38.083521666699994,30.4583536031,0.5027955845
15076,10.442005422420243,38.32919054362129,1.5539127352199902,0.5013896951784687
15082,9.97331253352519,38.61126355398913,6.757379593299213,0.45988832624292986
15083,10.39944,37.903751666699996,37.51362251187075,0.4736240574
15084,10.390539764141343,38.452009930075306,74.11616923518774,0.5056319864484856
15085,10.685654847129557,37.42083550647841,59.93647386886869,0.8082984038071229
15086,10.48968301283233,38.693169416037826,112.69057573973022,0.5306509414924746
15088,10.4868260274,37.8333016667,593.0181745737501,0.6648536933999999
15089,10.39944,37.9037516667,23.057267525,0.4736240574
15090,10.47157356513221,38.5832711007671,70.93061018308373,0.5682011048576153
15101,10.508835855916017,38.16966807510639,76.40985026614294,0.70412300457228
15102,10.348161305616706,38.028554233610514,139.93605142671998,0.6604294740144572
15104,10.783774622008165,37.38094379689115,59.16590175405323,0.8307972077866843
15106,10.256961604239208,38.37998674858013,382.4466852344389,0.7424289813232536
15108,10.261677881999239,38.90060640384877,76.6222440764881,0.5878224930046045
15110,10.799914522387745,37.42453665711482,45.52857492835426,1.1270437946205665
15112,10.771528486157276,37.37220402681139,235.24159276791872,1.0638990302413474
15116,10.562242514770073,37.890100977356695,87.82549267050302,0.8314020678597465
15120,10.749975590051735,37.45915030179054,33.68153294465866,1.0604923703881755
15122,10.749368729797158,37.52770136835611,51.920177344217,0.70916277332025
15126,10.039813908515136,39.27538589751866,38.08901387336089,0.3568043522278192
15129,10.397436131804753,37.9508799540655,30.39800816525007,0.5884777922410155
15131,10.684382818569922,37.5379676387201,52.613671383947356,0.5816126866030651
15132,10.77201334757755,37.5137927856709,236.5633143913406,0.8550297100595557
15133,10.766198210963934,37.57975782320666,13.550035363255798,0.5846893159275159
15135,10.594538172710768,37.68923862660577,48.77981536026403,0.44958260131847577
15136,10.394076635932645,38.380777956550425,209.10782023385985,0.8592719126947186
15137,10.733166490505932,37.415649473313856,75.91144821390213,0.8133906222084285
15139,10.564532322560202,37.746890619037586,110.21069772170723,0.692692863845439
15140,10.670933685734244,37.389246292933095,134.77720541734692,1.1584904230862276
15142,10.18221508343929,38.49226599804162,385.9429095787305,0.545484948656797
15143,10.439101557610705,38.69193374545516,135.1986928100028,0.5569524462578254
15144,10.507099330110366,37.92414646382338,180.27041944343276,0.6318741526508053
15145,10.74262089339423,37.37270076858565,221.18910453371748,0.9118050445844382
15146,10.630200406535355,37.417845495592864,243.04502724521902,0.7520071651005448
15147,10.629866319112782,37.568060451322964,64.01263866343433,0.6821074819529503
15148,10.713219486368088,37.41142422295901,178.25086496141336,0.8557504521051362
15201,10.605381734230788,37.51811662544017,348.8298070790003,1.222784453109635
15202,10.479628571100392,38.31826345847885,276.5481340874267,0.9073098752003693
15203,10.614915382505405,37.646203217097536,399.63523236636496,1.860793174404876
15204,10.471017735711483,38.14394015550576,16.019948407529416,1.1716373166340772
15205,10.314141039166673,38.39967017558669,260.37527552734883,0.7375672306123804
15206,10.650997632110576,37.467272087161845,279.4967846622695,1.1555993671847495
15207,10.695842191675748,37.53838474227708,304.6944119597195,0.9544472951850616
15208,10.697207348706396,37.40205252165653,322.8850849065354,1.224462007496947
15209,10.581721785307954,37.73291244093479,221.45236230364347,0.9438701976112567
15210,10.595933801309265,37.7168914858084,253.37380721272174,1.1078942246665247
15211,10.544889632687712,37.87993262942273,1283.223297144911,2.2121667370786287
15212,10.577161455066646,37.80685221623438,559.3682965407282,1.3099009343177872
15213,10.635563774967006,37.50559197486811,942.5878886678493,1.7931578922038447
15214,10.574623185248685,37.86411813133636,389.08940036786805,1.1367481224296816
15215,10.603043182073517,37.674693058730874,473.0741443788618,0.9801319884935323
15216,10.484255379718057,37.96856015172372,297.57294461299864,1.2437869218042048
15217,10.693870696401298,37.44051791904217,369.9393576173369,1.266798519025836
15218,10.745453895076299,37.38801071610618,740.796355034731,1.1399740385441932
15219,10.59691263428627,37.6576717150255,1366.061118434515,2.0773684454444457
15220,10.453248858778016,38.06251622585182,474.128499587517,1.4508588865168741
15221,10.74834780953411,37.363965775795734,321.4492971810083,1.132957985757146
15222,10.58873468077725,37.68431987067756,1310.8508556288343,2.1980752215853143
15223,10.5878790453836,37.6891473053378,647.0025697668921,1.1044684784713839
15224,10.614045566721613,37.47268655088233,128.03095389898752,1.397840531559034
15225,10.433225151800208,38.45974585582736,160.50425507552995,0.7704792195592552
15226,10.531309192925313,37.8618912326116,200.9880245568975,0.9589055332922934
15227,10.622685446849477,37.68468625628505,162.88213705667053,0.8515501501252517
15228,10.422407315791165,38.000230563741944,338.2823685887045,0.8357075923991514
15229,10.528940069106739,38.11280047523206,231.44199643339675,0.8581431579758322
15231,10.060464827664923,39.300203367628626,144.0876685929367,0.3453575469745065
15232,10.649481420147914,37.44655085190499,287.9138491805821,1.4989582181543046
15233,10.537141390091877,37.97699497505429,376.4320131699363,1.4813006017025763
15234,10.500338153576655,37.88333928705164,304.57946285054766,0.8362526491650114
15235,10.689042621054833,37.42829262077357,327.8239048903794,0.9015776687924475
15236,10.583164049572817,37.74897225796829,209.17498783703635,0.6942507609826837
15237,10.499807509277586,38.28022884181594,146.977614255022,0.7466935291713257
15238,10.58310198884704,37.788261071566595,162.16942082765036,0.6877282633882558
15239,10.53077596666324,37.66153404309092,77.60543544574705,0.6251510371145457
15241,10.221646468217758,38.20408156310474,154.07352196750048,0.5912701699448217
15243,10.337356817624208,38.150110200964306,125.13078459781147,0.6959373281704845
15261,10.631177330768507,37.500208894603176,854.2486819886581,2.0300417742640087
15275,10.089474445475659,39.10901917266976,30.877161881597985,0.5090480834844683
15276,10.285035100975573,38.490799998319794,173.1265585205319,0.5696795029839764
15282,10.597623551705519,37.67603190609008,3070.129862793586,3.021740837688146
15289,10.6547975342,37.4526116667,285.120111105,1.376213163
15290,10.55667284162266,37.897976279627365,14.526561251726713,1.3846082137368594
15321,9.97338164384,38.609475,193.193334989,0.4601704023
15332,10.486394066551911,37.83387062543368,130.81900460983542,0.6640247255560917
15642,10.6615652055,37.5635766667,60.0138714765,0.5350285233
15668,10.5176838356,37.5497133333,87.8804956933,0.788108001
16046,10.470421970304367,38.614174055251254,70.57601263705475,0.5359400544002888
16056,10.4047093151,38.5026066667,5.324215271392674,0.48505211690000005
16059,10.438132274849734,38.556636339582596,24.720937275699036,0.5296877909667909
16066,10.4896835616,38.6931716667,157.630128998,0.5306507908
16229,10.270450411,38.74513,106.27284949615381,0.5891378917
